"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","max_full_vac"
"815","Isle of Man","IMN",2021-04-03,54075,38727,15348,1244,969,63.59,45.54,18.05,11396,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"816","Isle of Man","IMN",2021-04-04,54480,39132,15348,405,908,64.07,46.02,18.05,10678,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"817","Isle of Man","IMN",2021-04-05,54923,39575,15348,443,852,64.59,46.54,18.05,10020,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"818","Isle of Man","IMN",2021-04-06,56040,40692,15348,1117,893,65.9,47.85,18.05,10502,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"819","Isle of Man","IMN",2021-04-07,57234,41846,15388,1194,973,67.31,49.21,18.1,11443,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"820","Isle of Man","IMN",2021-04-08,58497,43094,15403,1263,985,68.79,50.68,18.11,11584,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"821","Isle of Man","IMN",2021-04-09,59758,44343,15415,1261,990,70.28,52.15,18.13,11643,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"822","Isle of Man","IMN",2021-04-10,60889,45462,15427,1131,973,71.61,53.46,18.14,11443,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"823","Isle of Man","IMN",2021-04-11,61296,45855,15441,407,974,72.09,53.93,18.16,11455,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"824","Isle of Man","IMN",2021-04-12,61699,46245,15454,403,968,72.56,54.39,18.17,11384,"Oxford/AstraZeneca, Pfizer/BioNTech","Isle of Man Government","https://covid19.gov.im/general-information/covid-19-vaccination-statistics/",18.17
"825","Israel","ISR",2020-12-19,61,61,NA,NA,NA,0,0,NA,NA,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"826","Israel","ISR",2020-12-20,7433,7433,NA,7372,7372,0.09,0.09,NA,852,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"827","Israel","ISR",2020-12-21,32306,32306,NA,24873,16122,0.37,0.37,NA,1863,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"828","Israel","ISR",2020-12-22,76921,76921,NA,44615,25620,0.89,0.89,NA,2960,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"829","Israel","ISR",2020-12-23,139740,139740,NA,62819,34920,1.61,1.61,NA,4034,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"830","Israel","ISR",2020-12-24,213040,213040,NA,73300,42596,2.46,2.46,NA,4921,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"831","Israel","ISR",2020-12-25,251477,251477,NA,38437,41903,2.91,2.91,NA,4841,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"832","Israel","ISR",2020-12-26,284031,284031,NA,32554,40567,3.28,3.28,NA,4687,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"833","Israel","ISR",2020-12-27,388324,388324,NA,104293,54413,4.49,4.49,NA,6286,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"834","Israel","ISR",2020-12-28,523044,523044,NA,134720,70105,6.04,6.04,NA,8099,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"835","Israel","ISR",2020-12-29,678876,678876,NA,155832,85994,7.84,7.84,NA,9935,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"836","Israel","ISR",2020-12-30,831472,831472,NA,152596,98819,9.61,9.61,NA,11417,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"837","Israel","ISR",2020-12-31,989496,989496,NA,158024,110922,11.43,11.43,NA,12815,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"838","Israel","ISR",2021-01-01,1060668,1060668,NA,71172,115599,12.25,12.25,NA,13355,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"839","Israel","ISR",2021-01-02,1132226,1132226,NA,71558,121171,13.08,13.08,NA,13999,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"840","Israel","ISR",2021-01-03,1281496,1281496,NA,149270,127596,14.81,14.81,NA,14742,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"841","Israel","ISR",2021-01-04,1433219,1433217,2,151723,130025,16.56,16.56,0,15022,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"842","Israel","ISR",2021-01-05,1557926,1557924,2,124707,125579,18,18,0,14509,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"843","Israel","ISR",2021-01-06,1660842,1660840,2,102916,118481,19.19,19.19,0,13688,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"844","Israel","ISR",2021-01-07,1776493,1776488,5,115651,112428,20.52,20.52,0,12989,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"845","Israel","ISR",2021-01-08,1842703,1842695,8,66210,111719,21.29,21.29,0,12907,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"846","Israel","ISR",2021-01-09,1887139,1887109,30,44436,107845,21.8,21.8,0,12460,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"847","Israel","ISR",2021-01-10,1930614,1924599,6015,43475,92731,22.3,22.24,0.07,10713,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"848","Israel","ISR",2021-01-11,1970826,1945584,25242,40212,76801,22.77,22.48,0.29,8873,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"849","Israel","ISR",2021-01-12,2030289,1969417,60872,59463,67480,23.46,22.75,0.7,7796,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"850","Israel","ISR",2021-01-13,2138922,2021252,117670,108633,68297,24.71,23.35,1.36,7891,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"851","Israel","ISR",2021-01-14,2263871,2077475,186396,124949,69625,26.16,24,2.15,8044,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"852","Israel","ISR",2021-01-15,2330298,2108036,222262,66427,69656,26.92,24.35,2.57,8048,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"853","Israel","ISR",2021-01-16,2385583,2137361,248222,55285,71206,27.56,24.69,2.87,8227,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"854","Israel","ISR",2021-01-17,2538208,2205580,332628,152625,86799,29.32,25.48,3.84,10028,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"855","Israel","ISR",2021-01-18,2727875,2275079,452796,189667,108150,31.52,26.28,5.23,12495,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"856","Israel","ISR",2021-01-19,2937901,2347644,590257,210026,129659,33.94,27.12,6.82,14980,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"857","Israel","ISR",2021-01-20,3157754,2424159,733595,219853,145547,36.48,28.01,8.48,16815,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"858","Israel","ISR",2021-01-21,3391189,2493729,897460,233435,161045,39.18,28.81,10.37,18606,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"859","Israel","ISR",2021-01-22,3499781,2531429,968352,108592,167069,40.43,29.25,11.19,19302,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"860","Israel","ISR",2021-01-23,3593073,2571265,1021808,93292,172499,41.51,29.71,11.81,19929,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"861","Israel","ISR",2021-01-24,3802273,2640180,1162093,209200,180581,43.93,30.5,13.43,20863,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"862","Israel","ISR",2021-01-25,4022107,2720893,1301214,219834,184890,46.47,31.44,15.03,21361,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"863","Israel","ISR",2021-01-26,4226581,2799366,1427215,204474,184097,48.83,32.34,16.49,21269,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"864","Israel","ISR",2021-01-27,4428924,2877049,1551875,202343,181596,51.17,33.24,17.93,20980,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"865","Israel","ISR",2021-01-28,4638544,2956433,1682111,209620,178194,53.59,34.16,19.43,20587,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"866","Israel","ISR",2021-01-29,4739647,2992950,1746697,101103,177124,54.76,34.58,20.18,20464,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"867","Israel","ISR",2021-01-30,4816575,3027225,1789350,76928,174786,55.65,34.97,20.67,20194,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"868","Israel","ISR",2021-01-31,4949035,3100371,1848664,132460,163823,57.18,35.82,21.36,18927,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"869","Israel","ISR",2021-02-01,5066464,3182603,1883861,117429,149194,58.53,36.77,21.76,17237,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"870","Israel","ISR",2021-02-02,5167203,3252437,1914766,100739,134375,59.7,37.58,22.12,15525,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"871","Israel","ISR",2021-02-03,5278487,3312481,1966006,111284,121366,60.98,38.27,22.71,14022,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"872","Israel","ISR",2021-02-04,5408743,3384849,2023894,130256,110028,62.49,39.11,23.38,12712,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"873","Israel","ISR",2021-02-05,5471151,3418614,2052537,62408,104501,63.21,39.5,23.71,12073,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"874","Israel","ISR",2021-02-06,5514803,3440138,2074665,43652,99747,63.71,39.74,23.97,11524,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"875","Israel","ISR",2021-02-07,5637247,3494069,2143178,122444,98316,65.13,40.37,24.76,11359,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"876","Israel","ISR",2021-02-08,5760889,3552534,2208355,123642,99204,66.56,41.04,25.51,11461,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"877","Israel","ISR",2021-02-09,5894229,3618629,2275600,133340,103861,68.1,41.81,26.29,11999,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"878","Israel","ISR",2021-02-10,6036442,3688927,2347515,142213,108279,69.74,42.62,27.12,12510,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"879","Israel","ISR",2021-02-11,6188797,3769790,2419007,152355,111436,71.5,43.55,27.95,12875,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"880","Israel","ISR",2021-02-12,6265119,3808715,2456404,76322,113424,72.38,44,28.38,13104,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"881","Israel","ISR",2021-02-13,6322837,3836096,2486741,57718,115433,73.05,44.32,28.73,13336,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"882","Israel","ISR",2021-02-14,6466359,3910789,2555570,143522,118445,74.71,45.18,29.53,13684,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"883","Israel","ISR",2021-02-15,6623122,3992099,2631023,156763,123176,76.52,46.12,30.4,14231,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"884","Israel","ISR",2021-02-16,6784426,4075401,2709025,161304,127171,78.38,47.08,31.3,14692,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"885","Israel","ISR",2021-02-17,6921509,4137182,2784327,137083,126438,79.97,47.8,32.17,14608,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"886","Israel","ISR",2021-02-18,7069915,4206142,2863773,148406,125874,81.68,48.59,33.09,14543,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"887","Israel","ISR",2021-02-19,7147445,4245698,2901747,77530,126047,82.58,49.05,33.52,14563,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"888","Israel","ISR",2021-02-20,7207655,4277276,2930379,60210,126403,83.27,49.42,33.86,14604,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"889","Israel","ISR",2021-02-21,7365251,4356576,3008675,157596,128413,85.09,50.33,34.76,14836,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"890","Israel","ISR",2021-02-22,7530407,4441441,3088966,165156,129612,87,51.31,35.69,14974,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"891","Israel","ISR",2021-02-23,7677755,4518615,3159140,147348,127618,88.7,52.2,36.5,14744,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"892","Israel","ISR",2021-02-24,7801417,4579475,3221942,123662,125701,90.13,52.91,37.22,14523,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"893","Israel","ISR",2021-02-25,7917415,4630965,3286450,115998,121071,91.47,53.5,37.97,13988,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"894","Israel","ISR",2021-02-26,7975059,4656741,3318318,57644,118231,92.14,53.8,38.34,13660,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"895","Israel","ISR",2021-02-27,8014428,4674998,3339430,39369,115253,92.59,54.01,38.58,13316,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"896","Israel","ISR",2021-02-28,8110386,4715306,3395080,95958,106448,93.7,54.48,39.22,12298,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"897","Israel","ISR",2021-03-01,8217164,4760846,3456318,106778,98108,94.94,55,39.93,11335,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"898","Israel","ISR",2021-03-02,8322669,4801864,3520805,105505,92131,96.15,55.48,40.68,10644,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"899","Israel","ISR",2021-03-03,8431186,4843883,3587303,108517,89967,97.41,55.96,41.45,10394,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"900","Israel","ISR",2021-03-04,8549500,4883399,3666101,118314,90298,98.77,56.42,42.36,10432,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"901","Israel","ISR",2021-03-05,8606996,4900597,3706399,57496,90277,99.44,56.62,42.82,10430,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"902","Israel","ISR",2021-03-06,8642955,4911296,3731659,35959,89790,99.85,56.74,43.11,10374,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"903","Israel","ISR",2021-03-07,8746577,4942307,3804270,103622,90884,101.05,57.1,43.95,10500,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"904","Israel","ISR",2021-03-08,8846875,4969673,3877202,100298,89959,102.21,57.42,44.79,10393,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"905","Israel","ISR",2021-03-09,8949967,4996330,3953637,103092,89614,103.4,57.72,45.68,10353,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"906","Israel","ISR",2021-03-10,9031561,5019456,4012105,81594,85768,104.34,57.99,46.35,9909,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"907","Israel","ISR",2021-03-11,9123508,5042570,4080938,91947,82001,105.41,58.26,47.15,9474,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"908","Israel","ISR",2021-03-12,9175894,5053686,4122208,52386,81271,106.01,58.39,47.63,9389,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"909","Israel","ISR",2021-03-13,9208954,5061580,4147374,33060,80857,106.39,58.48,47.92,9342,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"910","Israel","ISR",2021-03-14,9303661,5082513,4221148,94707,79583,107.49,58.72,48.77,9194,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"911","Israel","ISR",2021-03-15,9401599,5102498,4299101,97938,79246,108.62,58.95,49.67,9156,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"912","Israel","ISR",2021-03-16,9491489,5121085,4370404,89890,77360,109.66,59.17,50.49,8938,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"913","Israel","ISR",2021-03-17,9567834,5138642,4429192,76345,76610,110.54,59.37,51.17,8851,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"914","Israel","ISR",2021-03-18,9641699,5154581,4487118,73865,74027,111.39,59.55,51.84,8553,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"915","Israel","ISR",2021-03-19,9676297,5161336,4514961,34598,71486,111.79,59.63,52.16,8259,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"916","Israel","ISR",2021-03-20,9696632,5166456,4530176,20335,69668,112.03,59.69,52.34,8049,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"917","Israel","ISR",2021-03-21,9749924,5179442,4570482,53292,63752,112.64,59.84,52.8,7365,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"918","Israel","ISR",2021-03-22,9803403,5192645,4610758,53479,57401,113.26,59.99,53.27,6632,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"919","Israel","ISR",2021-03-23,9813115,5195214,4617901,9712,45947,113.37,60.02,53.35,5308,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"920","Israel","ISR",2021-03-24,9870031,5205900,4664131,56916,43171,114.03,60.15,53.89,4988,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"921","Israel","ISR",2021-03-25,9915112,5215832,4699280,45081,39059,114.55,60.26,54.29,4513,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"922","Israel","ISR",2021-03-26,9932296,5219818,4712478,17184,36571,114.75,60.31,54.44,4225,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"923","Israel","ISR",2021-03-27,9938191,5221523,4716668,5895,34508,114.82,60.33,54.49,3987,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"924","Israel","ISR",2021-03-28,9944764,5223551,4721213,6573,27834,114.89,60.35,54.55,3216,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"925","Israel","ISR",2021-03-29,9981667,5230352,4751315,36903,25466,115.32,60.43,54.89,2942,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"926","Israel","ISR",2021-03-30,10011732,5238149,4773583,30065,28374,115.67,60.52,55.15,3278,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"927","Israel","ISR",2021-03-31,10039032,5246155,4792877,27300,24143,115.98,60.61,55.37,2789,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"928","Israel","ISR",2021-04-01,10065597,5254187,4811410,26565,21498,116.29,60.7,55.59,2484,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"929","Israel","ISR",2021-04-02,10076309,5256944,4819365,10712,20573,116.41,60.74,55.68,2377,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"930","Israel","ISR",2021-04-03,10080511,5258275,4822236,4202,20331,116.46,60.75,55.71,2349,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"931","Israel","ISR",2021-04-04,10115082,5270131,4844951,34571,24331,116.86,60.89,55.98,2811,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"932","Israel","ISR",2021-04-05,10145288,5279961,4865327,30206,23374,117.21,61,56.21,2700,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"933","Israel","ISR",2021-04-06,10170198,5288533,4881665,24910,22638,117.5,61.1,56.4,2615,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"934","Israel","ISR",2021-04-07,10193929,5297240,4896689,23731,22128,117.77,61.2,56.57,2557,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"935","Israel","ISR",2021-04-08,10220160,5306638,4913522,26231,22080,118.08,61.31,56.77,2551,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"936","Israel","ISR",2021-04-09,10229756,5310179,4919577,9596,21921,118.19,61.35,56.84,2533,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"937","Israel","ISR",2021-04-10,10234868,5311764,4923104,5112,22051,118.25,61.37,56.88,2548,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"938","Israel","ISR",2021-04-11,10257918,5320735,4937183,23050,20405,118.51,61.47,57.04,2357,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"939","Israel","ISR",2021-04-12,10279751,5329497,4950254,21833,19209,118.76,61.57,57.19,2219,"Moderna, Pfizer/BioNTech","Government of Israel","https://datadashboard.health.gov.il/COVID-19/general",57.19
"940","Jersey","JEY",2021-01-24,11385,8334,3051,NA,NA,11.26,8.25,3.02,NA,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"941","Jersey","JEY",2021-01-25,NA,NA,NA,NA,493,NA,NA,NA,4878,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"942","Jersey","JEY",2021-01-26,NA,NA,NA,NA,493,NA,NA,NA,4878,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"943","Jersey","JEY",2021-01-27,NA,NA,NA,NA,493,NA,NA,NA,4878,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"944","Jersey","JEY",2021-01-28,NA,NA,NA,NA,493,NA,NA,NA,4878,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"945","Jersey","JEY",2021-01-29,NA,NA,NA,NA,493,NA,NA,NA,4878,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"946","Jersey","JEY",2021-01-30,NA,NA,NA,NA,493,NA,NA,NA,4878,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
