"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website"
"511","Indonesia","IDN",2021-01-15,NA,NA,NA,NA,13200,NA,NA,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"512","Indonesia","IDN",2021-01-16,NA,NA,NA,NA,13200,NA,NA,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"513","Indonesia","IDN",2021-01-17,NA,NA,NA,NA,13200,NA,NA,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"514","Indonesia","IDN",2021-01-18,NA,NA,NA,NA,13200,NA,NA,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"515","Indonesia","IDN",2021-01-19,NA,NA,NA,NA,13200,NA,NA,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"516","Indonesia","IDN",2021-01-20,NA,NA,NA,NA,13200,NA,NA,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"517","Indonesia","IDN",2021-01-21,NA,NA,NA,NA,13200,NA,NA,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"518","Indonesia","IDN",2021-01-22,132000,132000,NA,NA,13200,0.05,0.05,NA,48,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"519","Indonesia","IDN",2021-01-23,NA,NA,NA,NA,12546,NA,NA,NA,46,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"520","Indonesia","IDN",2021-01-24,149242,149242,NA,NA,11892,0.05,0.05,NA,43,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"521","Indonesia","IDN",2021-01-25,161959,161959,NA,12717,11823,0.06,0.06,NA,43,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"522","Indonesia","IDN",2021-01-26,245685,245685,NA,83726,21898,0.09,0.09,NA,80,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"523","Indonesia","IDN",2021-01-27,308003,308003,NA,62318,28915,0.11,0.11,NA,106,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"524","Indonesia","IDN",2021-01-28,373786,368318,5468,65783,36427,0.14,0.13,0,133,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"525","Indonesia","IDN",2021-01-29,416299,405012,11287,42513,40614,0.15,0.15,0,148,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"526","Indonesia","IDN",2021-01-30,502955,482145,20810,86656,51762,0.18,0.18,0.01,189,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"527","Indonesia","IDN",2021-01-31,515681,493133,22548,12726,52348,0.19,0.18,0.01,191,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"528","Indonesia","IDN",2021-02-01,574938,539532,35406,59257,58997,0.21,0.2,0.01,216,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"529","Indonesia","IDN",2021-02-02,648259,596260,51999,73321,57511,0.24,0.22,0.02,210,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"530","Indonesia","IDN",2021-02-03,717647,646026,71621,69388,58521,0.26,0.24,0.03,214,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"531","Indonesia","IDN",2021-02-04,796819,700266,96553,79172,60433,0.29,0.26,0.04,221,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"532","Indonesia","IDN",2021-02-05,865609,744884,120725,68790,64187,0.32,0.27,0.04,235,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"533","Indonesia","IDN",2021-02-06,914303,777096,137207,48694,58764,0.33,0.28,0.05,215,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"534","Indonesia","IDN",2021-02-07,923449,784318,139131,9146,58253,0.34,0.29,0.05,213,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"535","Indonesia","IDN",2021-02-08,985855,814585,171270,62406,58702,0.36,0.3,0.06,215,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"536","Indonesia","IDN",2021-02-09,1066860,845407,221453,81005,59800,0.39,0.31,0.08,219,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"537","Indonesia","IDN",2021-02-10,1248797,969546,279251,181937,75879,0.46,0.35,0.1,277,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"538","Indonesia","IDN",2021-02-11,1362791,1017186,345605,113994,80853,0.5,0.37,0.13,296,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"539","Indonesia","IDN",2021-02-12,NA,NA,NA,NA,79099,NA,NA,NA,289,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"540","Indonesia","IDN",2021-02-13,1475812,1060326,415486,NA,80216,0.54,0.39,0.15,293,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"541","Indonesia","IDN",2021-02-14,1494325,1068747,425578,18513,81554,0.55,0.39,0.16,298,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"542","Indonesia","IDN",2021-02-15,1578720,1096095,482625,84395,84695,0.58,0.4,0.18,310,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"543","Indonesia","IDN",2021-02-16,1658110,1120963,537147,79390,84464,0.61,0.41,0.2,309,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"544","Indonesia","IDN",2021-02-17,1747267,1149939,597328,89157,71210,0.64,0.42,0.22,260,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"545","Indonesia","IDN",2021-02-18,1787976,1164144,623832,40709,60741,0.65,0.43,0.23,222,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"546","Indonesia","IDN",2021-02-19,NA,NA,NA,NA,64721,NA,NA,NA,237,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"547","Indonesia","IDN",2021-02-20,1956725,1224091,732634,NA,68702,0.72,0.45,0.27,251,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"548","Indonesia","IDN",2021-02-21,NA,NA,NA,NA,70969,NA,NA,NA,259,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"549","Indonesia","IDN",2021-02-22,NA,NA,NA,NA,63824,NA,NA,NA,233,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"550","Indonesia","IDN",2021-02-23,2059871,1269905,789966,NA,57394,0.75,0.46,0.29,210,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"551","Indonesia","IDN",2021-02-24,2188788,1363138,825650,128917,63074,0.8,0.5,0.3,231,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"552","Indonesia","IDN",2021-02-25,2315665,1461920,853745,126877,75384,0.85,0.53,0.31,276,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"553","Indonesia","IDN",2021-02-26,2449451,1583581,865870,133786,82443,0.9,0.58,0.32,301,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"554","Indonesia","IDN",2021-02-27,2598535,1616165,982370,149084,91687,0.95,0.59,0.36,335,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"555","Indonesia","IDN",2021-02-28,2690163,1691724,998439,91628,99865,0.98,0.62,0.37,365,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"556","Indonesia","IDN",2021-03-01,2838509,1776336,1062173,148346,116146,1.04,0.65,0.39,425,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"557","Indonesia","IDN",2021-03-02,3023348,1968057,1055291,184839,137640,1.11,0.72,0.39,503,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"558","Indonesia","IDN",2021-03-03,3386351,2286123,1100228,363003,171080,1.24,0.84,0.4,625,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"559","Indonesia","IDN",2021-03-04,NA,NA,NA,NA,163084,NA,NA,NA,596,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"560","Indonesia","IDN",2021-03-05,3528152,2413615,1114537,NA,154100,1.29,0.88,0.41,563,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"561","Indonesia","IDN",2021-03-06,NA,NA,NA,NA,168116,NA,NA,NA,615,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"562","Indonesia","IDN",2021-03-07,4022544,2888757,1133787,NA,190340,1.47,1.06,0.41,696,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"563","Indonesia","IDN",2021-03-08,NA,NA,NA,NA,207959,NA,NA,NA,760,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"564","Indonesia","IDN",2021-03-09,NA,NA,NA,NA,220364,NA,NA,NA,806,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"565","Indonesia","IDN",2021-03-10,4837576,3574698,1262878,NA,207318,1.77,1.31,0.46,758,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"566","Indonesia","IDN",2021-03-11,4991674,3696059,1295615,154098,219203,1.82,1.35,0.47,801,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"567","Indonesia","IDN",2021-03-12,5108536,3769174,1339362,116862,225769,1.87,1.38,0.49,825,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"568","Indonesia","IDN",2021-03-13,5440432,3985596,1454836,331896,237869,1.99,1.46,0.53,870,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"569","Indonesia","IDN",2021-03-14,5480346,4020124,1460222,39914,208257,2,1.47,0.53,761,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"570","Indonesia","IDN",2021-03-15,5739648,4166862,1572786,259302,206490,2.1,1.52,0.58,755,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"571","Indonesia","IDN",2021-03-16,6185700,4468951,1716749,446052,231400,2.26,1.63,0.63,846,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"572","Indonesia","IDN",2021-03-17,6581388,4705248,1876140,395688,249116,2.41,1.72,0.69,911,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"573","Indonesia","IDN",2021-03-18,6787283,4838752,1948531,205895,256516,2.48,1.77,0.71,938,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"574","Indonesia","IDN",2021-03-19,7346148,5124948,2221200,558865,319659,2.69,1.87,0.81,1169,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"575","Indonesia","IDN",2021-03-20,7835357,5533379,2301978,489209,342132,2.86,2.02,0.84,1251,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"576","Indonesia","IDN",2021-03-21,7879881,5567280,2312601,44524,342791,2.88,2.04,0.85,1253,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"577","Indonesia","IDN",2021-03-22,8226632,5732210,2494422,346751,355283,3.01,2.1,0.91,1299,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"578","Indonesia","IDN",2021-03-23,9330853,6389837,2941016,1104221,449308,3.41,2.34,1.08,1643,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"579","Indonesia","IDN",2021-03-24,NA,NA,NA,NA,422409,NA,NA,NA,1544,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"580","Indonesia","IDN",2021-03-25,9745646,6730456,3015190,NA,422623,3.56,2.46,1.1,1545,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"581","Indonesia","IDN",2021-03-26,10412824,7179014,3233810,667178,438097,3.81,2.62,1.18,1602,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"582","Indonesia","IDN",2021-03-27,10425690,7190663,3235027,12866,370048,3.81,2.63,1.18,1353,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"583","Indonesia","IDN",2021-03-28,10766490,7435851,3330639,340800,412373,3.94,2.72,1.22,1508,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"584","Indonesia","IDN",2021-03-29,NA,NA,NA,NA,406093,NA,NA,NA,1485,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"585","Indonesia","IDN",2021-03-30,NA,NA,NA,NA,291603,NA,NA,NA,1066,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"586","Indonesia","IDN",2021-03-31,11674871,8010163,3664708,NA,305232,4.27,2.93,1.34,1116,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"587","Indonesia","IDN",2021-04-01,12226028,8371577,3854451,551157,354340,4.47,3.06,1.41,1295,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"588","Indonesia","IDN",2021-04-02,12292491,8424729,3867762,66463,268524,4.49,3.08,1.41,982,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"589","Indonesia","IDN",2021-04-03,NA,NA,NA,NA,292160,NA,NA,NA,1068,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"590","Indonesia","IDN",2021-04-04,12649124,8634321,4014803,NA,268948,4.62,3.16,1.47,983,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"591","Indonesia","IDN",2021-04-05,NA,NA,NA,NA,283083,NA,NA,NA,1035,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"592","Indonesia","IDN",2021-04-06,13452610,9021106,4431504,NA,297219,4.92,3.3,1.62,1087,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"593","Indonesia","IDN",2021-04-07,NA,NA,NA,NA,298168,NA,NA,NA,1090,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"594","Indonesia","IDN",2021-04-08,14071485,9374089,4697396,NA,263637,5.14,3.43,1.72,964,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"595","Indonesia","IDN",2021-04-09,NA,NA,NA,NA,326318,NA,NA,NA,1193,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"596","Indonesia","IDN",2021-04-10,15081949,10002901,5079048,NA,373020,5.51,3.66,1.86,1364,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"597","Indonesia","IDN",2021-04-11,NA,NA,NA,NA,384734,NA,NA,NA,1407,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"598","Indonesia","IDN",2021-04-12,15602574,10280073,5322501,NA,364530,5.7,3.76,1.95,1333,"Oxford/AstraZeneca, Sinovac","Ministry of Health","https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html"
"599","Russia","RUS",2020-12-15,28500,28500,NA,NA,NA,0.02,0.02,NA,NA,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"600","Russia","RUS",2020-12-16,NA,NA,NA,NA,3357,NA,NA,NA,23,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"601","Russia","RUS",2020-12-17,NA,NA,NA,NA,3357,NA,NA,NA,23,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"602","Russia","RUS",2020-12-18,NA,NA,NA,NA,3357,NA,NA,NA,23,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"603","Russia","RUS",2020-12-19,NA,NA,NA,NA,3357,NA,NA,NA,23,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"604","Russia","RUS",2020-12-20,NA,NA,NA,NA,3357,NA,NA,NA,23,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"605","Russia","RUS",2020-12-21,NA,NA,NA,NA,3357,NA,NA,NA,23,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"606","Russia","RUS",2020-12-22,52000,52000,NA,NA,3357,0.04,0.04,NA,23,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"607","Russia","RUS",2020-12-23,NA,NA,NA,NA,12592,NA,NA,NA,86,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"608","Russia","RUS",2020-12-24,NA,NA,NA,NA,21827,NA,NA,NA,150,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"609","Russia","RUS",2020-12-25,NA,NA,NA,NA,31061,NA,NA,NA,213,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"610","Russia","RUS",2020-12-26,NA,NA,NA,NA,40296,NA,NA,NA,276,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"611","Russia","RUS",2020-12-27,NA,NA,NA,NA,49531,NA,NA,NA,339,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"612","Russia","RUS",2020-12-28,NA,NA,NA,NA,58765,NA,NA,NA,403,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"613","Russia","RUS",2020-12-29,NA,NA,NA,NA,68000,NA,NA,NA,466,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"614","Russia","RUS",2020-12-30,NA,NA,NA,NA,68000,NA,NA,NA,466,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"615","Russia","RUS",2020-12-31,NA,NA,NA,NA,68000,NA,NA,NA,466,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"616","Russia","RUS",2021-01-01,NA,NA,NA,NA,68000,NA,NA,NA,466,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"617","Russia","RUS",2021-01-02,8e+05,8e+05,NA,NA,68000,0.55,0.55,NA,466,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"618","Russia","RUS",2021-01-03,NA,NA,NA,NA,60883,NA,NA,NA,417,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"619","Russia","RUS",2021-01-04,NA,NA,NA,NA,53766,NA,NA,NA,368,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"620","Russia","RUS",2021-01-05,NA,NA,NA,NA,46649,NA,NA,NA,320,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"621","Russia","RUS",2021-01-06,NA,NA,NA,NA,39532,NA,NA,NA,271,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"622","Russia","RUS",2021-01-07,NA,NA,NA,NA,32416,NA,NA,NA,222,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"623","Russia","RUS",2021-01-08,NA,NA,NA,NA,25299,NA,NA,NA,173,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"624","Russia","RUS",2021-01-09,NA,NA,NA,NA,18182,NA,NA,NA,125,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"625","Russia","RUS",2021-01-10,NA,NA,NA,NA,18182,NA,NA,NA,125,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"626","Russia","RUS",2021-01-11,NA,NA,NA,NA,18182,NA,NA,NA,125,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"627","Russia","RUS",2021-01-12,NA,NA,NA,NA,18182,NA,NA,NA,125,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"628","Russia","RUS",2021-01-13,1e+06,1e+06,NA,NA,18182,0.69,0.69,NA,125,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"629","Russia","RUS",2021-01-14,NA,NA,NA,NA,30380,NA,NA,NA,208,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
"630","Russia","RUS",2021-01-15,NA,NA,NA,NA,42579,NA,NA,NA,292,"EpiVacCorona, Sputnik V","Official data from local governments via gogov.ru","https://gogov.ru/articles/covid-v-stats"
